round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,flatten_layer,kernel_size,last_activation,losses,lr,optimizer,shapes
10,11.058707779468572,0.5226390957832336,20.008374652132616,0.52412647,<function relu at 0x1370a5d90>,128,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,5.09158749568046,0.5097024440765381,24.526783607829895,0.51858014,<function relu at 0x1370a5d90>,128,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,23.821940169143183,0.5252264142036438,45.80967944711695,0.5124792,<function relu at 0x1370a5d90>,128,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,32.543128661319784,0.5265200734138489,53.44766864152465,0.5130338,<function relu at 0x1370a5d90>,128,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,6.523300559986455,0.5407503247261047,18.605960476219952,0.5335552,<function relu at 0x1370a5d90>,128,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,9.892465418708278,0.49417853355407715,21.139154922942353,0.52745426,<function relu at 0x1370a5d90>,128,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,16.39548452705492,0.49417853355407715,28.203146968361278,0.5463117,<function relu at 0x1370a5d90>,128,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,17.30345120867967,0.5355756878852844,36.14544767019025,0.52246255,<function relu at 0x1370a5d90>,128,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,3.8471799255342716,0.5135834217071533,9.727636763074962,0.5324459,<function relu at 0x1370a5d90>,128,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,3.0704512700997535,0.5200517177581787,5.2991546473103766,0.5546312,<function relu at 0x1370a5d90>,128,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,10.265168688429897,0.5045278072357178,22.892883943969252,0.5174709,<function relu at 0x1370a5d90>,128,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,20.894161441501947,0.5381630063056946,35.98004306744551,0.53466445,<function relu at 0x1370a5d90>,128,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,2.0649686664689866,0.4980595111846924,5.731341953351639,0.47809207,<function relu at 0x1370a5d90>,128,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,1.5113009295364863,0.5407503247261047,8.590847555426048,0.5934554,<function relu at 0x1370a5d90>,128,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,7.604860497631354,0.5200517177581787,12.785729722981975,0.5463117,<function relu at 0x1370a5d90>,128,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,21.586570005059087,0.4734799563884735,24.121471529858546,0.536883,<function relu at 0x1370a5d90>,128,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,2.169547417108331,0.54463130235672,2.6306932149697726,0.58458126,<function relu at 0x1370a5d90>,128,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,2.2745886703357967,0.5368693470954895,6.337812870030131,0.5790349,<function relu at 0x1370a5d90>,128,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,10.334424891107911,0.5239327549934387,19.137223269631317,0.53078204,<function relu at 0x1370a5d90>,128,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,15.75682967723881,0.5252264142036438,20.111297286885748,0.5207987,<function relu at 0x1370a5d90>,128,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,1.5613746642295325,0.5394566655158997,2.8967681117541777,0.5929007,<function relu at 0x1370a5d90>,128,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,2.2892138845399312,0.5226390957832336,3.040225804232255,0.5978924,<function relu at 0x1370a5d90>,128,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
