x,y,score,ratio
randy costa,randy couture,4,0.75
randy costa,tracy cortez,6,0.6086956
randy costa,ray borg,6,0.5263158
randy costa,rani yahya,6,0.47619048
raoni barcelos,antonio banuelos,6,0.73333335
raoni barcelos,randa markos,7,0.61538464
raoni barcelos,ronny markes,7,0.61538464
raoni barcelos,renan barao,8,0.64
raoni barcelos,davi ramos,8,0.5
raulian paiva,demian maia,6,0.5833333
raulian paiva,julia avila,6,0.6666667
raulian paiva,juliana lima,6,0.64
raulian paiva,julianna pena,7,0.61538464
raulian paiva,sultan aliev,7,0.64
ray wizard,ray borg,5,0.5555555999999999
ray wizard,gray maynard,5,0.6363635999999999
ray wizard,matt wiman,6,0.5
ray wizard,clay collard,6,0.54545456
ray wizard,jay hieron,6,0.5
reginaldo vieira,rodolfo vieira,6,0.6666667
reginaldo vieira,ketlen vieira,7,0.62068963
reginaldo vieira,ronaldo souza,8,0.55172414
reginaldo vieira,leonardo mafra,8,0.53333336
reginaldo vieira,ricardo almeida,8,0.58064514
rex holman,ed herman,4,0.6315789
rex holman,jared hamman,5,0.6363635999999999
rex holman,kevin holland,6,0.6086956
rex holman,max holloway,6,0.54545456
rex holman,roy nelson,6,0.4
reza nasri,reza madadi,4,0.6666667
reza nasri,renan barao,6,0.5714286
reza nasri,ulka sasaki,6,0.47619048
reza nasri,yuta sasaki,6,0.47619048
reza nasri,greg hardy,7,0.5
ricardo abreu,ricardo ramos,5,0.6923077
ricardo abreu,ricardo lamas,5,0.6923077
ricardo abreu,ricardo funch,5,0.6923077
ricardo abreu,ricardo romero,5,0.7407406999999999
ricardo abreu,ricardo almeida,5,0.71428573
ricco rodriguez,mike rodriguez,4,0.7586206999999999
ricco rodriguez,marina rodriguez,5,0.7741935000000001
ricco rodriguez,yair rodriguez,5,0.7586206999999999
ricco rodriguez,ricky rainey,8,0.5185185
ricco rodriguez,tracy cortez,9,0.5185185
rich clementi,chris clements,5,0.7407406999999999
rich clementi,rick glenn,6,0.6086956
rich clementi,nik lentz,7,0.54545456
rich clementi,rich attonito,7,0.53846157
rich clementi,ricky simon,8,0.5
richard crunkilton,rich crunkilton,3,0.90909094
richard crunkilton,rich franklin,8,0.6451613
richard crunkilton,rashad coulter,9,0.5625
richard crunkilton,ricardo ramos,10,0.58064514
richard crunkilton,michael johnson,10,0.48484849999999996
richard walsh,ricardo ramos,6,0.6923077
richard walsh,ricardo lamas,6,0.6923077
richard walsh,ricardo funch,6,0.61538464
richard walsh,rashad evans,7,0.56
richard walsh,nicolas dalby,8,0.46153846
richardson moreira,ricardo romero,7,0.6875
richardson moreira,ricardo almeida,7,0.72727275
richardson moreira,ricardo ramos,9,0.6451613
richardson moreira,brandon moreno,9,0.625
richardson moreira,joe moreira,9,0.62068963
richie hightower,willie gates,9,0.5
richie hightower,zach light,9,0.53846157
richie hightower,ricky simon,10,0.44444445
richie hightower,robbie lawler,10,0.4827585999999999
richie hightower,chris fishgold,10,0.46666667
richie smullen,cole miller,7,0.56
richie smullen,ricky simon,8,0.56
richie smullen,chas skelly,8,0.48
richie smullen,robbie lawler,8,0.5185185
richie smullen,jim miller,8,0.5
richie vaculik,rich franklin,7,0.5925925999999999
richie vaculik,robbie lawler,8,0.44444445
richie vaculik,uriah hall,9,0.5
richie vaculik,ilir latifi,9,0.4
richie vaculik,mickey gall,9,0.48
rick davis,nick denis,3,0.7
rick davis,phil davis,4,0.7
rick davis,nick hein,5,0.5263158
rick davis,rick glenn,5,0.5
rick davis,rick story,5,0.6
rin nakai,sirwan kakai,5,0.6666667
rin nakai,renan barao,6,0.5
rin nakai,ryan hall,6,0.44444445
rin nakai,gina mazany,6,0.5
rin nakai,rani yahya,6,0.5263158
rob whiteford,rob font,7,0.5714286
rob whiteford,rob kimmons,7,0.5
rob whiteford,mike whitehead,7,0.5185185
rob whiteford,ron waterman,7,0.56
rob whiteford,alex white,8,0.5217391
rob wilkinson,roy nelson,6,0.6086956
rob wilkinson,rob kimmons,6,0.6666667
rob wilkinson,rob emerson,6,0.5833333
rob wilkinson,cub swanson,7,0.5833333
rob wilkinson,rob broughton,7,0.46153846
rob yundt,rob font,3,0.7058824
rob yundt,jon jones,6,0.33333334
rob yundt,bobby nash,6,0.42105263
rob yundt,joe duffy,6,0.33333334
rob yundt,caol uno,6,0.47058824
robert lucarelli,robert drysdale,8,0.58064514
robert lucarelli,roberto traven,8,0.6
robert lucarelli,robbie lawler,9,0.55172414
robert lucarelli,roberto sanchez,9,0.58064514
robert lucarelli,albert tumenov,9,0.46666667
robert peralta,robbie peralta,3,0.85714287
robert peralta,roger huerta,6,0.6923077
robert peralta,roberto traven,6,0.64285713
robert peralta,robert drysdale,7,0.6896551999999999
robert peralta,roger gracie,7,0.53846157
robert whittaker,robert drysdale,7,0.58064514
robert whittaker,roberto traven,7,0.6666667
robert whittaker,alex white,9,0.53846157
robert whittaker,roberto sanchez,9,0.58064514
robert whittaker,roger narvaez,9,0.4827585999999999
rocky lee,kevin lee,5,0.5555555999999999
rocky lee,rick glenn,5,0.6315789
rocky lee,ricky simon,6,0.5
rocky lee,bobby green,6,0.5
rocky lee,andrea lee,6,0.5263158
rodolfo rubio,rodolfo vieira,5,0.6666667
rodolfo rubio,ronaldo souza,8,0.46153846
rodolfo rubio,polo reyes,8,0.4347826
rodolfo rubio,rodrigo damm,8,0.48
rodolfo rubio,caol uno,8,0.47619048
rodrigo de lima,rodrigo damm,5,0.7407406999999999
rodrigo de lima,dhiego lima,7,0.6923077
rodrigo de lima,rodolfo vieira,8,0.55172414
rodrigo de lima,ricardo lamas,9,0.5
rodrigo de lima,marcos rogerio de lima,9,0.7027026999999999
rodrigo ruas,rodrigo damm,4,0.75
rodrigo ruas,marco ruas,5,0.6363635999999999
rodrigo ruas,mauricio rua,6,0.5833333
rodrigo ruas,diego rivas,6,0.6956521999999999
rodrigo ruas,diego nunes,7,0.6086956
roger zapata,roger huerta,4,0.6666667
roger zapata,roger narvaez,5,0.64
roger zapata,roger gracie,6,0.5833333
roger zapata,roger hollett,6,0.56
roger zapata,david zawada,7,0.41666666
rogerio bontorin,roger bowling,7,0.6896551999999999
rogerio bontorin,roberto sanchez,9,0.4516129
rogerio bontorin,marco beltran,9,0.4827585999999999
rogerio bontorin,rosi sexton,9,0.5185185
rogerio bontorin,joey beltran,9,0.5
rogerio nogueira,roger huerta,7,0.71428573
rogerio nogueira,rodolfo vieira,8,0.53333336
rogerio nogueira,antonio rogerio nogueira,8,0.8
rogerio nogueira,roger bowling,8,0.55172414
rogerio nogueira,roger hollett,8,0.55172414
roland payne,rolando dy,5,0.72727275
roland payne,ryan spann,6,0.6363635999999999
roland payne,ryan janes,6,0.6363635999999999
roland payne,roland delorme,6,0.61538464
roland payne,ronald jhun,6,0.5217391
roldan sangchaan,roman salazar,8,0.62068963
roldan sangchaan,brendan schaub,8,0.6
roldan sangchaan,ryan spann,9,0.61538464
roldan sangchaan,cory sandhagen,9,0.53333336
roldan sangchaan,joby sanchez,9,0.5
rolles gracie,roger gracie,3,0.8
rolles gracie,rolles gracie jr,3,0.8965517
rolles gracie,royce gracie,3,0.8
rolles gracie,kron gracie,5,0.75
rolles gracie,renzo gracie,5,0.72
roman mitichyan,rani yahya,8,0.56
roman mitichyan,roman salazar,8,0.5
roman mitichyan,jon fitch,8,0.5833333
roman mitichyan,ron waterman,8,0.5185185
roman mitichyan,demian maia,9,0.53846157
romie aram,renan barao,6,0.5714286
romie aram,jose aldo,6,0.42105263
romie aram,jamie varner,6,0.54545456
romie aram,mike rio,6,0.5555555999999999
romie aram,rory markham,6,0.6363635999999999
rony jason,roy nelson,4,0.7
rony jason,song yadong,5,0.5714286
rony jason,tony martin,5,0.5714286
rony jason,cody gibson,5,0.5714286
rony jason,jon madsen,5,0.6
ronys torres,tecia torres,5,0.5833333
ronys torres,ronny markes,5,0.6666667
ronys torres,jon jones,6,0.5714286
ronys torres,ronda rousey,6,0.5
ronys torres,renee forte,6,0.5217391
ross pearson,roy nelson,5,0.6363635999999999
ross pearson,rosi sexton,5,0.6086956
ross pearson,rob emerson,5,0.6956521999999999
ross pearson,brock larson,5,0.6666667
ross pearson,josh thomson,6,0.5
ross pointon,rosi sexton,5,0.6086956
ross pointon,rob font,6,0.6
ross pointon,jesse ronson,6,0.5833333
ross pointon,colby covington,7,0.5925925999999999
ross pointon,jose quinonez,7,0.56
rostem akman,josh burkman,6,0.5833333
rostem akman,josh samman,6,0.6086956
rostem akman,matt wiman,7,0.45454547
rostem akman,jose aldo,7,0.47619048
rostem akman,montel jackson,7,0.53846157
roxanne modafferi,ronny markes,9,0.55172414
roxanne modafferi,bobby moffett,10,0.46666667
roxanne modafferi,robbie lawler,10,0.46666667
roxanne modafferi,ryan laflare,10,0.4827585999999999
roxanne modafferi,reza madadi,10,0.5
royston wee,tyson nam,6,0.5
royston wee,justin wren,6,0.54545456
royston wee,rob font,7,0.42105263
royston wee,kevin lee,7,0.4
royston wee,court mcgee,7,0.45454547
rudyard moncayo,renato moicano,7,0.55172414
rudyard moncayo,gegard mousasi,8,0.4827585999999999
rudyard moncayo,augusto montano,8,0.46666667
rudyard moncayo,ricardo ramos,9,0.5
rudyard moncayo,nicco montano,9,0.42857143
ruslan magomedov,rashid magomedov,4,0.75
ruslan magomedov,adlan amagov,8,0.64285713
ruslan magomedov,rustam khabilov,9,0.516129
ruslan magomedov,abubakar nurmagomedov,9,0.6486486
ruslan magomedov,muslim salikhov,9,0.4516129
ryan macdonald,rory macdonald,3,0.85714287
ryan macdonald,rob macdonald,3,0.8148148000000001
ryan macdonald,jason macdonald,4,0.82758623
ryan macdonald,ryan hall,7,0.6086956
ryan macdonald,yan xiaonan,7,0.64
ryan madigan,ryan bader,5,0.6363635999999999
ryan madigan,ryan spann,6,0.6363635999999999
ryan madigan,ryan hall,6,0.5714286
ryan madigan,bryan caraway,6,0.56
ryan madigan,yan xiaonan,6,0.6086956
ryan mcgillivray,dan miller,8,0.61538464
ryan mcgillivray,ryan hall,9,0.56
ryan mcgillivray,bryan caraway,9,0.62068963
ryan mcgillivray,ryan laflare,9,0.5714286
ryan mcgillivray,roan carneiro,9,0.4827585999999999
ryan parker,ryan bader,3,0.7619048
ryan parker,ryan janes,4,0.6666667
ryan parker,ryan spann,5,0.6666667
ryan parker,dan hooker,5,0.5714286
ryan parker,ryan hall,5,0.6
ryo chonan,ryan thomas,5,0.5714286
ryo chonan,rob font,6,0.5555555999999999
ryo chonan,ryan spann,6,0.5
ryo chonan,yan xiaonan,6,0.5714286
ryo chonan,nam phan,6,0.44444445
sabina mazo,gina mazany,6,0.6363635999999999
sabina mazo,sheila gaff,6,0.45454547
sabina mazo,demian maia,7,0.45454547
sabina mazo,randa markos,7,0.6086956
sabina mazo,davi ramos,7,0.47619048
saeed hosseini,sabah homasi,8,0.53846157
saeed hosseini,jared rosholt,8,0.44444445
saeed hosseini,hayder hassan,8,0.5185185
saeed hosseini,shane howell,8,0.53846157
saeed hosseini,jared hamman,8,0.46153846
sai wang,ray borg,5,0.375
sai wang,nam phan,5,0.5
sai wang,mac danzig,5,0.5555555999999999
sai wang,luiz cane,5,0.47058824
sai wang,denis kang,5,0.5555555999999999
said nurmagomedov,khabib nurmagomedov,4,0.8333333
said nurmagomedov,khabib nurmagomedov c,6,0.7894737
said nurmagomedov,rashid magomedov,6,0.7878788000000001
said nurmagomedov,abubakar nurmagomedov,7,0.7368420999999999
said nurmagomedov,omari akhmedov,10,0.58064514
salim touahri,khalid taha,7,0.5833333
salim touahri,jalin turner,7,0.56
salim touahri,sabah homasi,7,0.48
salim touahri,sam stout,7,0.6363635999999999
salim touahri,sam hoger,7,0.54545456
sam adkins,sam alvey,5,0.5263158
sam adkins,tim means,6,0.5263158
sam adkins,juan adams,6,0.5
sam adkins,sam sicilia,6,0.47619048
sam adkins,jim alers,6,0.42105263
sam fulton,sam alvey,5,0.5263158
sam fulton,sam stout,5,0.6315789
sam fulton,sean salmon,5,0.5714286
sam fulton,sam morgan,5,0.6
sam fulton,travis fulton,5,0.6956521999999999
sammy morgan,sam morgan,2,0.90909094
sammy morgan,peggy morgan,4,0.6666667
sammy morgan,sarah moras,5,0.6086956
sammy morgan,ray borg,6,0.6
sammy morgan,shawn jordan,6,0.5833333
saparbeg safarov,saparbek safarov,1,0.9375
saparbeg safarov,iliarde santos,9,0.46666667
saparbeg safarov,andrei semenov,9,0.46666667
saparbeg safarov,oleg taktarov,9,0.55172414
saparbeg safarov,greg hardy,10,0.46153846
sarah frota,sarah moras,4,0.72727275
sarah frota,aaron rosa,5,0.5714286
sarah frota,sabah homasi,6,0.6086956
sarah frota,sarah kaufman,6,0.6666667
sarah frota,sanae kikuta,6,0.5217391
satoshi honma,sabah homasi,7,0.64
satoshi honma,tsuyoshi kosaka,7,0.5714286
satoshi honma,sarah moras,8,0.5
satoshi honma,holly holm,8,0.4347826
satoshi honma,yadong song,8,0.41666666
scott adams,juan adams,5,0.5714286
scott adams,scott smith,5,0.6363635999999999
scott adams,song yadong,7,0.45454547
scott adams,scott holtzman,7,0.56
scott adams,tony sims,7,0.4
scott askham,scott smith,5,0.6956521999999999
scott askham,rory markham,6,0.5833333
scott askham,scott holtzman,7,0.61538464
scott askham,matt wiman,8,0.36363637
scott askham,ben askren,8,0.36363637
scott baker,scott smith,5,0.54545456
scott baker,ryan bader,6,0.47619048
scott baker,matt dwyer,6,0.47619048
scott baker,court mcgee,7,0.45454547
scott baker,cyril asker,7,0.54545456
scott bessac,scott smith,6,0.6086956
scott bessac,scott holtzman,7,0.53846157
scott bessac,matt bessette,7,0.56
scott bessac,brock lesnar,7,0.41666666
scott bessac,scott jorgensen,7,0.5925925999999999
scott fiedler,cole miller,6,0.5833333
scott fiedler,cody pfister,7,0.56
scott fiedler,scott jorgensen,7,0.5714286
scott fiedler,scott smith,7,0.5833333
scott fiedler,scott ferrozzo,7,0.6666667
scott junk,scott smith,5,0.5714286
scott junk,caol uno,6,0.5555555999999999
scott junk,rob font,7,0.33333334
scott junk,petr yan,7,0.33333334
scott junk,myles jury,7,0.4
scott morris,sarah moras,6,0.5217391
scott morris,walt harris,6,0.5217391
scott morris,scott jorgensen,6,0.6666667
scott morris,scott smith,6,0.6956521999999999
scott morris,scott ferrozzo,6,0.61538464
sean daugherty,sean sherk,6,0.6666667
sean daugherty,ben saunders,7,0.53846157
sean daugherty,sean omalley,7,0.61538464
sean daugherty,sean spencer,7,0.53846157
sean daugherty,shannon gugerty,7,0.6896551999999999
sean gannon,sean salmon,3,0.72727275
sean gannon,sean pierson,5,0.6086956
sean gannon,dan lauzon,5,0.5714286
sean gannon,evan tanner,5,0.6363635999999999
sean gannon,renan barao,6,0.54545456
semmy schilt,samy schiavo,5,0.6666667
semmy schilt,kerry schall,5,0.5833333
semmy schilt,jimmy crute,7,0.5217391
semmy schilt,sam sicilia,7,0.6086956
semmy schilt,sam stout,7,0.47619048
seohee ham,ed herman,7,0.42105263
seohee ham,tyson nam,7,0.5263158
seohee ham,geoff neal,7,0.4
seohee ham,holly holm,7,0.4
seohee ham,petr yan,7,0.33333334
sergey khandozhko,sergei pavlovich,9,0.54545456
sergey khandozhko,corey anderson,10,0.516129
sergey khandozhko,eryk anders,10,0.5
sergey khandozhko,alexey kunchenko,10,0.54545456
sergey khandozhko,jorge santiago,10,0.4516129
serghei spivac,sergei pavlovich,8,0.6666667
serghei spivac,george sullivan,8,0.62068963
serghei spivac,felipe silva,8,0.53846157
serghei spivac,sergio moraes,9,0.5185185
serghei spivac,jorge masvidal,9,0.5
seungwoo choi,sean soriano,8,0.48
seungwoo choi,sergio pettis,9,0.46153846
seungwoo choi,erik koch,9,0.36363637
seungwoo choi,sean omalley,9,0.4
seungwoo choi,sean oconnell,9,0.46153846
shana dobson,shane nelson,4,0.6666667
shana dobson,john dodson,5,0.6956521999999999
shana dobson,shane young,6,0.6086956
shana dobson,shawn jordan,6,0.5833333
shana dobson,shane howell,6,0.5
shane burgos,shane young,5,0.6956521999999999
shane burgos,shane carwin,5,0.5833333
shane burgos,shane nelson,5,0.5833333
shane burgos,shane howell,6,0.5833333
shane burgos,shane roller,6,0.6666667
shane primm,shane young,5,0.54545456
shane primm,shane carwin,5,0.6956521999999999
shane primm,zhang weili,6,0.45454547
shane primm,ryan jimmo,6,0.5714286
shane primm,shane howell,6,0.5217391
shayna baszler,shane roller,6,0.61538464
shayna baszler,shamar bailey,6,0.6666667
shayna baszler,ryan bader,7,0.5833333
shayna baszler,maycee barber,8,0.5185185
shayna baszler,sean omalley,8,0.53846157
shinsho anzai,thiago alves,8,0.4
shinsho anzai,dhiego lima,8,0.41666666
shinsho anzai,augusto sakai,8,0.46153846
shinsho anzai,thiago santos,8,0.46153846
shinsho anzai,kwan ho kwak,8,0.4
shunichi shimizu,maurice smith,9,0.4827585999999999
shunichi shimizu,ricky simon,10,0.44444445
shunichi shimizu,daniel spitz,10,0.42857143
shunichi shimizu,nick hein,10,0.48
shunichi shimizu,nick diaz,10,0.48
sione latu,aspen ladd,6,0.5
sione latu,joe soto,6,0.44444445
sione latu,shonie carter,6,0.6086956
sione latu,song yadong,7,0.47619048
sione latu,vicente luque,7,0.5217391
soa palelei,sam alvey,6,0.6
soa palelei,sean omalley,6,0.6086956
soa palelei,jim miller,7,0.3809524
soa palelei,ryan hall,7,0.5
soa palelei,tom breese,7,0.3809524
song kenan,song yadong,5,0.6666667
song kenan,doug evans,5,0.6
song kenan,luis pena,6,0.5263158
song kenan,tyson nam,6,0.6315789
song kenan,bj penn,6,0.47058824
stefan sekulic,stefan struve,5,0.6666667
stefan sekulic,steven siler,7,0.53846157
stefan sekulic,sean sherk c,7,0.6923077
stefan sekulic,mirsad bektic,8,0.5185185
stefan sekulic,gokhan saki,8,0.48
stephen bass,stephan bonnar,6,0.6923077
stephen bass,aspen ladd,7,0.54545456
stephen bass,stephen thompson,7,0.64285713
stephen bass,tae hyun bang,7,0.56
stephen bass,steven siler,7,0.5833333
steve bosse,steve bruno,4,0.72727275
steve bosse,steve berger,4,0.6956521999999999
steve bosse,steven siler,6,0.6956521999999999
steve bosse,stipe miocic,7,0.4347826
steve bosse,shane young,7,0.36363637
steve byrnes,steve berger,3,0.75
steve byrnes,steve bruno,4,0.7826086999999999
steve byrnes,steven siler,6,0.5833333
steve byrnes,kevin burns,6,0.6086956
steve byrnes,tecia torres,7,0.5
steve jennum,steve bruno,5,0.6086956
steve jennum,steve berger,5,0.5833333
steve jennum,dave menne,6,0.54545456
steve jennum,steven siler,7,0.5833333
steve jennum,steve cantwell,7,0.53846157
steve judson,steve bruno,5,0.6956521999999999
steve judson,steven peterson,6,0.6666667
steve judson,shane nelson,6,0.5
steve judson,steve berger,6,0.5
steve judson,derek brunson,7,0.56
steve kennedy,tim kennedy,4,0.75
steve kennedy,jeremy kennedy,5,0.7407406999999999
steve kennedy,steve berger,5,0.64
steve kennedy,steve cantwell,6,0.5925925999999999
steve kennedy,steve bruno,6,0.5833333
steve lopez,matthew lopez,5,0.6666667
steve lopez,steven siler,5,0.6956521999999999
steve lopez,steve bruno,5,0.6363635999999999
steve lopez,steve berger,5,0.6086956
steve lopez,benito lopez,6,0.6086956
steve montgomery,steve cantwell,7,0.6
steve montgomery,steve berger,7,0.64285713
steve montgomery,steven siler,8,0.5714286
steve montgomery,steve bruno,9,0.5925925999999999
steve montgomery,steven peterson,10,0.58064514
steve nelmark,steve berger,5,0.64
steve nelmark,steven siler,6,0.64
steve nelmark,devin clark,7,0.5833333
steve nelmark,dave herman,7,0.5
steve nelmark,shane nelson,7,0.48
steve vigneault,steve cantwell,7,0.62068963
steve vigneault,steven siler,8,0.5925925999999999
steve vigneault,steve bruno,8,0.53846157
steve vigneault,steve berger,8,0.5925925999999999
steve vigneault,steven peterson,9,0.53333336
steven graham,evan dunham,6,0.5833333
steven graham,steven siler,6,0.64
steven graham,estevan payan,6,0.61538464
steven graham,steve bruno,6,0.5833333
steven graham,steve berger,7,0.64
stevie lynch,steve bruno,6,0.6086956
stevie lynch,kevin lee,7,0.47619048
stevie lynch,erik koch,7,0.47619048
stevie lynch,steven siler,7,0.5833333
stevie lynch,steve berger,7,0.5
stevie ray,steve bruno,5,0.6666667
stevie ray,kevin lee,6,0.42105263
stevie ray,kevin casey,6,0.5714286
stevie ray,estevan payan,6,0.6086956
stevie ray,gideon ray,6,0.6
su mudaerji,guy mezger,7,0.47619048
su mudaerji,jim miller,8,0.3809524
su mudaerji,sam alvey,8,0.4
su mudaerji,reza madadi,8,0.45454547
su mudaerji,jim alers,8,0.4
suman mokhtarian,sean soriano,8,0.64285713
suman mokhtarian,sam morgan,8,0.61538464
suman mokhtarian,edmen shahbazyan,9,0.4375
suman mokhtarian,demian maia,9,0.5925925999999999
suman mokhtarian,sarah moras,9,0.5185185
sung bin jo,song yadong,7,0.45454547
sung bin jo,cung le,7,0.44444445
sung bin jo,yuki kondo,7,0.3809524
sung bin jo,renan barao,8,0.36363637
sung bin jo,luis pena,8,0.3
syuri kondo,yuki kondo,2,0.85714287
syuri kondo,erik koch,7,0.5
syuri kondo,tyler toner,7,0.45454547
syuri kondo,paul jones,7,0.3809524
syuri kondo,rob font,8,0.42105263
tai bowden,dan hooker,6,0.4
tai bowden,ray borg,6,0.44444445
tai bowden,matt brown,6,0.6
tai bowden,travis browne,6,0.6956521999999999
tai bowden,ryan bader,6,0.5
tai tuivasa,daichi abe,7,0.3809524
tai tuivasa,tom deblass,7,0.36363637
tai tuivasa,jay silva,7,0.5
tai tuivasa,ryan thomas,7,0.45454547
tai tuivasa,din thomas,7,0.47619048
taila santos,thiago santos,4,0.8
taila santos,bruno santos,5,0.5833333
taila santos,randa markos,6,0.5
taila santos,iliarde santos,6,0.7692308000000001
taila santos,paul sass,6,0.5714286
takashi sato,thiago santos,7,0.64
takashi sato,daichi abe,7,0.45454547
takashi sato,takanori gomi,7,0.56
takashi sato,jason saggo,7,0.5217391
takashi sato,miesha tate,7,0.4347826
takenori sato,takanori gomi,5,0.6923077
takenori sato,trevor smith,7,0.56
takenori sato,thiago santos,8,0.61538464
takenori sato,nad narimani,8,0.4
takenori sato,sage northcutt,8,0.44444445
takeya mizugaki,aiemann zahabi,9,0.4827585999999999
takeya mizugaki,ulka sasaki,9,0.46153846
takeya mizugaki,angela magana,9,0.5
takeya mizugaki,takanori gomi,9,0.5
takeya mizugaki,reza madadi,9,0.46153846
talita bernardo,alexa grasso,8,0.5185185
talita bernardo,jalin turner,8,0.5185185
talita bernardo,carla esparza,9,0.5
talita bernardo,tecia torres,9,0.44444445
talita bernardo,walt harris,9,0.46153846
tatsuya kawajiri,tatiana suarez,10,0.46666667
tatsuya kawajiri,jessin ayari,10,0.42857143
tatsuya kawajiri,yuta sasaki,10,0.44444445
tatsuya kawajiri,calvin kattar,11,0.41379312
tatsuya kawajiri,david zawada,11,0.35714287
taylor lapilus,ilir latifi,8,0.48
taylor lapilus,thales leites,8,0.5185185
taylor lapilus,tom lawlor,8,0.5
taylor lapilus,waylon lowe,8,0.48
taylor lapilus,mallory martin,9,0.5
te edwards,yves edwards,3,0.8181818000000001
te edwards,justin edwards,5,0.75
te edwards,tim means,7,0.5263158
te edwards,greg hardy,7,0.5
te edwards,nate diaz,7,0.5263158
teemu packalen,jeremy jackson,7,0.5714286
teemu packalen,ben askren,8,0.5
teemu packalen,jeremy larsen,8,0.5185185
teemu packalen,daiju takase,8,0.46153846
teemu packalen,keith hackney,8,0.44444445
terrion ware,chris wade,6,0.54545456
terrion ware,vernon white,6,0.5833333
terrion ware,sergio moraes,7,0.56
terrion ware,kevin lee,7,0.47619048
terrion ware,demian maia,7,0.4347826
thaddeus luster,thales leites,6,0.64285713
thaddeus luster,travis lutter,6,0.64285713
thaddeus luster,dean lister,7,0.61538464
thaddeus luster,charles rosa,9,0.44444445
thaddeus luster,todd duffee,9,0.46153846
thiago moises,thiago alves,4,0.72
thiago moises,thiago santos,5,0.6923077
thiago moises,thiago tavares,5,0.6666667
thiago moises,thiago silva,5,0.64
thiago moises,sergio moraes,7,0.53846157
thomas gifford,thomas almeida,7,0.64285713
thomas gifford,chris sanford,7,0.5185185
thomas gifford,max griffin,8,0.56
thomas gifford,tom lawlor,8,0.5
thomas gifford,chris liguori,8,0.44444445
thomas ramirez,thomas almeida,6,0.71428573
thomas ramirez,hector ramirez,6,0.71428573
thomas ramirez,shamar bailey,7,0.5185185
thomas ramirez,thales leites,8,0.5185185
thomas ramirez,thiago tavares,8,0.5
tiago trator,thiago santos,5,0.72
tiago trator,thiago tavares,6,0.6923077
tiago trator,carlo prater,6,0.5833333
tiago trator,tito ortiz,6,0.54545456
tiago trator,thiago alves,7,0.5833333
tim gorman,sam morgan,4,0.6
tim gorman,tim means,5,0.7368420999999999
tim gorman,ed herman,5,0.5263158
tim gorman,tim boetsch,6,0.47619048
tim gorman,eddie gordon,6,0.54545456
tim johnson,timothy johnson,4,0.84615386
tim johnson,tim means,5,0.6
tim johnson,tim boetsch,5,0.54545456
tim johnson,kajan johnson,5,0.6666667
tim johnson,lavar johnson,5,0.6666667
tim williams,tedd williams,3,0.8
tim williams,pete williams,4,0.8
tim williams,tim elliott,5,0.6086956
tim williams,patrick williams,5,0.78571427
tim williams,tim sylvia,5,0.6363635999999999
tina lahdemaki,lina lansberg,8,0.5185185
tina lahdemaki,nad narimani,8,0.53846157
tina lahdemaki,gina mazany,8,0.48
tina lahdemaki,ulka sasaki,8,0.48
tina lahdemaki,reza madadi,8,0.48
tj grant,tim means,5,0.47058824
tj grant,bj penn,5,0.4
tj grant,kj noons,5,0.375
tj grant,rob font,6,0.375
tj grant,ed herman,6,0.47058824
tj obrien,jake obrien,4,0.8
tj obrien,ed herman,6,0.33333334
tj obrien,jj aldrich,6,0.42105263
tj obrien,bj penn,6,0.5
tj obrien,tom breese,6,0.5263158
todd brown,matt brown,4,0.7
todd brown,mike brown,4,0.6
todd brown,tor troeng,5,0.6
todd brown,todd duffee,6,0.47619048
todd brown,tony martin,6,0.47619048
todd butler,todd duffee,4,0.6363635999999999
todd butler,cole miller,6,0.45454547
todd butler,tom lawlor,6,0.47619048
todd butler,tom speer,6,0.5
todd butler,brad kohler,6,0.45454547
todd medina,tim means,6,0.5
todd medina,todd duffee,6,0.54545456
todd medina,tony martin,6,0.54545456
todd medina,jordan mein,6,0.6363635999999999
todd medina,song yadong,7,0.36363637
tom blackledge,tom breese,7,0.5833333
tom blackledge,tom lawlor,7,0.5833333
tom blackledge,tim mckenzie,8,0.53846157
tom blackledge,jan blachowicz,9,0.35714287
tom blackledge,tim elliott,9,0.4
tom duquesnoy,tom breese,7,0.5217391
tom duquesnoy,tom deblass,7,0.5833333
tom duquesnoy,tim means,8,0.45454547
tom duquesnoy,todd duffee,8,0.5
tom duquesnoy,joe duffy,8,0.45454547
tom egan,tim means,4,0.7058824
tom egan,nam phan,4,0.5
tom egan,tom breese,5,0.5555555999999999
tom egan,tom deblass,5,0.6315789
tom egan,tim hague,5,0.47058824
tom gallicchio,tim elliott,8,0.56
tom gallicchio,tom lawlor,8,0.5833333
tom gallicchio,tom niinimaki,8,0.44444445
tom gallicchio,tim lajcik,8,0.5
tom gallicchio,jj aldrich,9,0.5
tom murphy,tim means,6,0.42105263
tom murphy,lauren murphy,6,0.6086956
tom murphy,tony martin,6,0.47619048
tom murphy,tom breese,6,0.5
tom murphy,joe duffy,6,0.42105263
tom watson,tom lawlor,4,0.6
tom watson,joe lauzon,5,0.5
tom watson,cub swanson,5,0.5714286
tom watson,roy nelson,5,0.5
tom watson,walel watson,5,0.6363635999999999
tommy hayden,tony martin,6,0.5217391
tommy hayden,tim hague,6,0.5714286
tommy hayden,josh haynes,6,0.5217391
tommy hayden,bobby green,7,0.4347826
