x,y,score,ratio
aaron phillips,aaron riley,6,0.64
aaron phillips,ron stallings,7,0.5925925999999999
aaron phillips,aaron simpson,7,0.6666667
aaron phillips,jason miller,7,0.53846157
aaron phillips,aaron brink,7,0.56
aaron wilkinson,aaron simpson,5,0.71428573
aaron wilkinson,darren elkins,7,0.64285713
aaron wilkinson,damon jackson,7,0.5714286
aaron wilkinson,aaron riley,7,0.61538464
aaron wilkinson,chris wilson,7,0.5925925999999999
abdulkerim edilov,assuerio silva,9,0.58064514
abdulkerim edilov,andrei semenov,10,0.516129
abdulkerim edilov,andre ewell,11,0.42857143
abdulkerim edilov,lucie pudilova,11,0.516129
abdulkerim edilov,alexis davis,11,0.4827585999999999
abu azaitar,al iaquinta,7,0.54545456
abu azaitar,matt wiman,8,0.3809524
abu azaitar,calvin kattar,8,0.5
abu azaitar,nate diaz,8,0.4
abu azaitar,alex white,8,0.3809524
adam cella,dan kelly,4,0.6315789
adam cella,andre ewell,6,0.5714286
adam cella,chas skelly,6,0.47619048
adam cella,ryan hall,6,0.42105263
adam cella,sam sicilia,6,0.5714286
adam milstead,dan miller,6,0.6086956
adam milstead,jim miller,7,0.5217391
adam milstead,dean lister,7,0.5833333
adam milstead,pat miletich,7,0.48
adam milstead,bob gilstrap,7,0.48
adam wieczorek,dan hooker,9,0.41666666
adam wieczorek,oskar piechota,9,0.42857143
adam wieczorek,alex caceres,9,0.3846154000000001
adam wieczorek,dan ige,9,0.47619048
adam wieczorek,alex perez,9,0.41666666
adam yandiev,sam alvey,7,0.47619048
adam yandiev,chad mendes,7,0.5217391
adam yandiev,alan patrick,7,0.41666666
adam yandiev,ryan janes,7,0.45454547
adam yandiev,ryan bader,7,0.45454547
aisling daly,jason day,6,0.6666667
aisling daly,aspen ladd,7,0.45454547
aisling daly,nicolas dalby,7,0.56
aisling daly,li jingliang,7,0.41666666
aisling daly,justin salas,7,0.5
akihiro gono,alex morono,7,0.4347826
akihiro gono,takanori gomi,7,0.48
akihiro gono,rob font,8,0.5
akihiro gono,cat zingano,8,0.4347826
akihiro gono,alberto mina,8,0.41666666
alan omer,allan goes,4,0.7368420999999999
alan omer,dan hooker,5,0.6315789
alan omer,dan ige,5,0.5
alan omer,alan jouban,5,0.6
alan omer,ryan bader,5,0.5263158
albert cheng,alberto crane,4,0.72
albert cheng,alberto mina,5,0.6666667
albert cheng,albert tumenov,5,0.6923077
albert cheng,gilbert burns,6,0.56
albert cheng,gilbert yvel,6,0.5833333
albert morales,alberto crane,5,0.7407406999999999
albert morales,alberto mina,6,0.6923077
albert morales,sergio moraes,7,0.6666667
albert morales,alex morono,7,0.56
albert morales,gilbert burns,7,0.5925925999999999
alberta cerra leon,alberto crane,7,0.7096774
alberta cerra leon,roberto traven,9,0.5625
alberta cerra leon,alexa grasso,10,0.53333336
alberta cerra leon,alvaro herrera,10,0.5
alberta cerra leon,alberto mina,10,0.53333336
alberto uda,alberto mina,3,0.7826086999999999
alberto uda,alberto crane,4,0.75
alberto uda,gilbert burns,7,0.5833333
alberto uda,alan jouban,7,0.45454547
alberto uda,albert tumenov,7,0.64
aleksandar rakic,alex andrade,8,0.5714286
aleksandar rakic,alejandro perez,9,0.58064514
aleksandar rakic,ulka sasaki,9,0.5185185
aleksandar rakic,gokhan saki,9,0.5185185
aleksandar rakic,alexandre dantas,9,0.5625
aleksei kunchenko,alexey kunchenko,3,0.8484849
aleksei kunchenko,andrew sanchez,10,0.4516129
aleksei kunchenko,alessio di chirico,10,0.51428574
aleksei kunchenko,valentina shevchenko,10,0.5945946
aleksei kunchenko,josh koscheck,10,0.46666667
aleksei oleinik,jesse lennox,8,0.5185185
aleksei oleinik,alex stiebling,8,0.55172414
aleksei oleinik,alex oliveira,9,0.5714286
aleksei oleinik,thales leites,9,0.5714286
aleksei oleinik,alberto mina,9,0.44444445
alen amedovski,andrei arlovski,7,0.62068963
alen amedovski,adlan amagov,7,0.61538464
alen amedovski,alex morono,8,0.48
alen amedovski,alex caceres,8,0.53846157
alen amedovski,zach makovsky,8,0.5185185
alessandro ricci,alejandro perez,7,0.6451613
alessandro ricci,leandro silva,7,0.62068963
alessandro ricci,andre fili,9,0.53846157
alessandro ricci,alan patrick,9,0.5714286
alessandro ricci,pedro rizzo,9,0.5185185
alex chambers,alex caceres,4,0.8
alex chambers,alex white,6,0.6086956
alex chambers,alex oliveira,7,0.53846157
alex chambers,alex perez,7,0.6086956
alex chambers,alex garcia,7,0.5833333
alex da silva,alex garcia,5,0.6666667
alex da silva,leandro silva,5,0.6923077
alex da silva,claudio silva,6,0.61538464
alex da silva,anderson silva,6,0.5925925999999999
alex da silva,felipe silva,6,0.64
alex gorgees,alex morono,5,0.6086956
alex gorgees,alex caceres,5,0.6666667
alex gorgees,alex perez,5,0.6363635999999999
alex gorgees,alex garcia,5,0.6086956
alex gorgees,alex white,6,0.54545456
alex hunter,alex white,4,0.7619048
alex hunter,alex perez,5,0.6666667
alex hunter,alex morono,6,0.54545456
alex hunter,alex oliveira,6,0.5833333
alex hunter,alex caceres,6,0.6086956
alex reyes,alex perez,3,0.7
alex reyes,polo reyes,4,0.7
alex reyes,alex caceres,4,0.72727275
alex reyes,alex white,5,0.6
alex reyes,alex morono,6,0.5714286
alex schoenauer,alex caceres,7,0.6666667
alex schoenauer,alex white,8,0.56
alex schoenauer,alex morono,8,0.53846157
alex schoenauer,alex perez,8,0.56
alex schoenauer,alex nicholson,8,0.62068963
alex soto,joe soto,3,0.7058824
alex soto,greg soto,3,0.6666667
alex soto,alex white,4,0.6315789
alex soto,alex morono,4,0.7
alex soto,alex perez,5,0.5263158
alex torres,alex morono,4,0.6363635999999999
alex torres,alex caceres,4,0.6956521999999999
alex torres,alex perez,4,0.6666667
alex torres,alex white,5,0.6666667
alex torres,tecia torres,5,0.6956521999999999
alexander volkanovski,alexander hernandez,9,0.6
alexander volkanovski,alexander gustafsson,9,0.58536583
alexander volkanovski,alexandre dantas,10,0.6486486
alexander volkanovski,andrei arlovski,11,0.6111111
alexander volkanovski,alexandre pantoja,11,0.6315789
alexander volkov,alexandre pantoja,8,0.6060606
alexander volkov,alex nicholson,8,0.53333336
alexander volkov,alexandre dantas,8,0.5625
alexander volkov,alex morono,9,0.5185185
alexander volkov,alexa grasso,9,0.5
alexander yakovlev,alexander hernandez,8,0.6486486
alexander yakovlev,alexandre pantoja,9,0.62857145
alexander yakovlev,alexandre dantas,9,0.5882353
alexander yakovlev,alex andrade,9,0.6666667
alexander yakovlev,alejandro perez,10,0.54545456
alexandra albu,alexandre dantas,6,0.6666667
alexandra albu,alex andrade,6,0.6923077
alexandra albu,alexa grasso,7,0.53846157
alexandra albu,alexandre pantoja,7,0.6451613
alexandra albu,alejandro perez,7,0.55172414
alexandre barros,alexandre dantas,4,0.75
alexandre barros,alexandre pantoja,5,0.72727275
alexandre barros,alexandre ferreira,6,0.7058824
alexandre barros,alejandro perez,7,0.58064514
alexandre barros,renan barao,8,0.5925925999999999
alexis dufresne,alexis davis,6,0.6666667
alexis dufresne,alex morono,8,0.53846157
alexis dufresne,alexa grasso,8,0.5185185
alexis dufresne,alex caceres,8,0.5925925999999999
alexis dufresne,alex perez,8,0.56
allan zuniga,allan goes,6,0.6363635999999999
allan zuniga,dan ige,7,0.5263158
allan zuniga,alan jouban,7,0.6086956
allan zuniga,brian ortega,7,0.41666666
allan zuniga,alan patrick,7,0.5
allen berube,alex perez,6,0.6363635999999999
allen berube,alan belcher,6,0.5833333
allen berube,alex white,7,0.45454547
allen berube,maycee barber,7,0.56
allen berube,alex morono,7,0.4347826
allen crowder,ashley yoder,6,0.64
allen crowder,allan goes,6,0.6086956
allen crowder,alex caceres,7,0.56
allen crowder,alan belcher,7,0.56
allen crowder,waylon lowe,7,0.5833333
alonzo menifield,andre fili,10,0.46153846
alonzo menifield,tonya evinger,10,0.41379312
alonzo menifield,alvaro herrera,10,0.4
alonzo menifield,augusto mendes,10,0.46666667
alonzo menifield,lance benoist,10,0.41379312
amanda lemos,amanda nunes,4,0.75
amanda lemos,randa markos,6,0.6666667
amanda lemos,amanda nunes c,6,0.6923077
amanda lemos,amanda cooper,6,0.64
amanda lemos,ricardo ramos,7,0.48
amilcar alves,thiago alves,6,0.64
amilcar alves,warlley alves,6,0.61538464
amilcar alves,sam alvey,7,0.6363635999999999
amilcar alves,sultan aliev,7,0.48
amilcar alves,amanda nunes,7,0.48
an ying wang,li jingliang,5,0.5833333
an ying wang,chan sung jung,6,0.61538464
an ying wang,cat zingano,6,0.6086956
an ying wang,tae hyun bang,6,0.64
an ying wang,yadong song,7,0.5217391
anderson dos santos,junior dos santos,7,0.7222221999999999
anderson dos santos,leonardo santos,8,0.7058824
anderson dos santos,rafael dos anjos,9,0.62857145
anderson dos santos,anderson silva,9,0.6666667
anderson dos santos,bruno santos,9,0.6451613
andre gusmao,andre ewell,6,0.5217391
andre gusmao,andre fili,6,0.54545456
andre gusmao,kamaru usman,6,0.5833333
andre gusmao,andre winner,6,0.5
andre gusmao,andrea lee,7,0.54545456
andre pederneiras,andre winner,8,0.62068963
andre pederneiras,andre roberts,8,0.6666667
andre pederneiras,andre ewell,9,0.5714286
andre pederneiras,yancy medeiros,9,0.58064514
andre pederneiras,alexandre ferreira,9,0.6857143
andreas stahl,andre ewell,6,0.5833333
andreas stahl,andrea lee,6,0.6956521999999999
andreas stahl,andrew craig,6,0.56
andreas stahl,andrew sanchez,7,0.6666667
andreas stahl,andre fili,7,0.6086956
andy anderson,corey anderson,4,0.7407406999999999
andy anderson,megan anderson,5,0.8148148000000001
andy anderson,dan henderson,5,0.7692308000000001
andy anderson,eryk anders,6,0.6666667
andy anderson,roy nelson,6,0.6086956
andy ogle,andy enz,4,0.7058824
andy ogle,andrea lee,5,0.6315789
andy ogle,andre fili,5,0.5263158
andy ogle,dan ige,5,0.625
andy ogle,andre ewell,6,0.5
andy wang,andy enz,3,0.7058824
andy wang,denis kang,5,0.5263158
andy wang,andre ewell,6,0.5
andy wang,ray borg,6,0.47058824
andy wang,andre fili,6,0.42105263
angela hill,corey hill,5,0.5714286
angela hill,darren till,6,0.54545456
angela hill,andre fili,6,0.5714286
angela hill,angela magana,6,0.5833333
angela hill,alex white,7,0.47619048
anistavio medeiros,yancy medeiros,8,0.6875
anistavio medeiros,alistair overeem,10,0.5294118
anistavio medeiros,augusto mendes,10,0.625
anistavio medeiros,justin edwards,10,0.5
anistavio medeiros,stanislav nedkov,10,0.5882353
anna elmose,lisa ellis,6,0.47619048
anna elmose,nate mohr,6,0.5
anna elmose,randa markos,7,0.6086956
anna elmose,manny bermudez,7,0.56
anna elmose,davi ramos,7,0.47619048
ansar chalangov,gasan umalatov,7,0.62068963
ansar chalangov,adlan amagov,7,0.5925925999999999
ansar chalangov,rustam khabilov,9,0.53333336
ansar chalangov,misha cirkunov,9,0.4827585999999999
ansar chalangov,luan chagas,9,0.53846157
anthony christodoulou,anthony hamilton,10,0.6486486
anthony christodoulou,anthony smith,11,0.5882353
anthony christodoulou,anthony johnson,11,0.6111111
anthony christodoulou,anthony njokuani,11,0.5405405
anthony christodoulou,anthony lapsley,11,0.5555555999999999
anthony hernandez,alexander hernandez,7,0.6666667
anthony hernandez,manny bermudez,8,0.6451613
anthony hernandez,anthony pettis,8,0.58064514
anthony hernandez,anthony hamilton,8,0.6666667
anthony hernandez,anthony johnson,8,0.6875
anthony perosh,anthony pettis,4,0.78571427
anthony perosh,anthony smith,5,0.7407406999999999
anthony perosh,anthony pettis c,5,0.73333335
anthony perosh,anthony johnson,6,0.6896551999999999
anthony perosh,anthony birchak,6,0.6896551999999999
anthony torres,anthony pettis,5,0.71428573
anthony torres,anthony macias,5,0.64285713
anthony torres,tecia torres,6,0.61538464
anthony torres,anthony smith,6,0.6666667
anthony torres,anthony johnson,6,0.6896551999999999
anton kuivanen,vitor miranda,8,0.44444445
anton kuivanen,antonio silva,8,0.6666667
anton kuivanen,martin kampmann,8,0.55172414
anton kuivanen,aaron riley,8,0.48
anton kuivanen,antonio carvalho,8,0.53333336
anton zafir,brandon davis,6,0.5833333
anton zafir,anthony macias,6,0.64
anton zafir,aspen ladd,7,0.3809524
anton zafir,kron gracie,7,0.45454547
anton zafir,tyson nam,7,0.5
antonio braga neto,antonio banuelos,7,0.7647059
antonio braga neto,antonio carvalho,8,0.64705884
antonio braga neto,antonio silva,9,0.58064514
antonio braga neto,antonio mckee,9,0.58064514
antonio braga neto,antoni hardonk,9,0.5625
antonio dos santos,junior dos santos,5,0.8
antonio dos santos,leonardo santos,7,0.6666667
antonio dos santos,junior dos santos c,7,0.7567568
antonio dos santos,antonio carlos junior,8,0.6666667
antonio dos santos,thiago santos,8,0.6451613
antonio mendes,antonio mckee,4,0.8148148000000001
antonio mendes,augusto mendes,5,0.71428573
antonio mendes,antonio banuelos,5,0.73333335
antonio mendes,antonio silva,6,0.6666667
antonio mendes,anthony pettis,7,0.5714286
ariel beck,james vick,6,0.5
ariel beck,erik koch,6,0.42105263
ariel beck,chris beal,6,0.5
ariel beck,aspen ladd,7,0.3
ariel beck,darren till,7,0.3809524
arman tsarukyan,arjan bhullar,8,0.5
arman tsarukyan,alan jouban,8,0.53846157
arman tsarukyan,bryan caraway,8,0.5
arman tsarukyan,sarah kaufman,8,0.5714286
arman tsarukyan,roman salazar,8,0.5714286
arnold allen,warlley alves,7,0.56
arnold allen,andrea lee,7,0.54545456
arnold allen,cole miller,7,0.5217391
arnold allen,aaron riley,7,0.5217391
arnold allen,ronald jhun,7,0.5217391
artem lobov,drew dober,6,0.47619048
artem lobov,greg soto,6,0.5
artem lobov,aspen ladd,7,0.3809524
artem lobov,alex morono,7,0.45454547
artem lobov,matthew lopez,7,0.5
asbel cancio,alex garcia,6,0.5217391
asbel cancio,aspen ladd,7,0.45454547
asbel cancio,abel trujillo,7,0.56
asbel cancio,maiquel falcao,7,0.53846157
asbel cancio,frank camacho,8,0.48
ashkan mokhtarian,shawn jordan,9,0.62068963
ashkan mokhtarian,sean soriano,9,0.62068963
ashkan mokhtarian,sam morgan,9,0.5925925999999999
ashkan mokhtarian,demian maia,10,0.5
ashkan mokhtarian,islam makhachev,10,0.4375
austin hubbard,justin edwards,6,0.64285713
austin hubbard,austin arnett,7,0.6666667
austin hubbard,justin salas,7,0.53846157
austin hubbard,dustin kimura,7,0.5925925999999999
austin hubbard,dustin neace,7,0.53846157
azamat gashimov,shamil gamzatov,8,0.53333336
azamat gashimov,alexa grasso,9,0.5185185
azamat gashimov,ali bagautinov,9,0.4827585999999999
azamat gashimov,adlan amagov,9,0.5185185
azamat gashimov,shamar bailey,9,0.42857143
bart palaszewski,john polakowski,8,0.516129
bart palaszewski,bartosz fabinski,9,0.5625
bart palaszewski,ariane lipski,10,0.4827585999999999
bart palaszewski,brad tavares,10,0.5
bart palaszewski,marc diakiese,10,0.41379312
bea malecki,reza madadi,6,0.54545456
bea malecki,ben askren,7,0.47619048
bea malecki,ulka sasaki,7,0.45454547
bea malecki,sean omalley,7,0.6086956
bea malecki,jim alers,7,0.4
bec rawlings,ron stallings,6,0.56
bec rawlings,zak cummings,7,0.41666666
bec rawlings,ben saunders,7,0.5
bec rawlings,joe riggs,7,0.5714286
bec rawlings,mac danzig,7,0.45454547
ben earwood,ben askren,6,0.5714286
ben earwood,ben rothwell,7,0.5217391
ben earwood,renan barao,7,0.54545456
ben earwood,ben saunders,7,0.5217391
ben earwood,tom lawlor,7,0.3809524
ben nguyen,ben askren,4,0.6
ben nguyen,dan ige,6,0.47058824
ben nguyen,ben saunders,6,0.54545456
ben nguyen,ken stone,6,0.5263158
ben nguyen,jon madsen,6,0.4
ben wall,ryan hall,4,0.5882353
ben wall,ben rothwell,5,0.7
ben wall,dan kelly,5,0.47058824
ben wall,ian mccall,5,0.5555555999999999
ben wall,pete sell,5,0.47058824
benny alloway,kenny florian,6,0.61538464
benny alloway,max holloway,7,0.56
benny alloway,dennis hallman,7,0.5925925999999999
benny alloway,ben askren,8,0.4347826
benny alloway,irene aldana,8,0.48
bentley syler,ashley yoder,7,0.56
bentley syler,dennis siver,7,0.48
bentley syler,steven siler,7,0.56
bentley syler,pete sell,7,0.54545456
bentley syler,warlley alves,8,0.46153846
bernardo magalhaes,caio magalhaes,6,0.75
bernardo magalhaes,vinny magalhaes,7,0.6666667
bernardo magalhaes,leonardo mafra,8,0.625
bernardo magalhaes,brad tavares,9,0.6
bernardo magalhaes,leonardo santos,9,0.54545456
besam yousef,sam hoger,6,0.5714286
besam yousef,sam alvey,7,0.47619048
besam yousef,ronda rousey,7,0.5
besam yousef,sam stout,7,0.5714286
besam yousef,jesse ronson,7,0.41666666
bevon lewis,kevin lee,5,0.6
bevon lewis,derrick lewis,6,0.5833333
bevon lewis,wilson reis,6,0.54545456
bevon lewis,kevin burns,6,0.45454547
bevon lewis,jon hess,6,0.5263158
bharat kandare,brad tavares,7,0.61538464
bharat kandare,eryk anders,8,0.48
bharat kandare,gray maynard,8,0.53846157
bharat kandare,ryan laflare,8,0.53846157
bharat kandare,chris wade,8,0.5
bill mahood,will brooks,6,0.54545456
bill mahood,belal muhammad,7,0.56
bill mahood,holly holm,7,0.47619048
bill mahood,jimi manuwa,7,0.36363637
bill mahood,gina mazany,7,0.36363637
billy miles,jim miller,6,0.5714286
billy miles,holly holm,6,0.47619048
billy miles,cole miller,6,0.54545456
billy miles,willie gates,6,0.5217391
billy miles,brad imes,6,0.5
bob cook,rob font,4,0.5
bob cook,joe soto,5,0.5
bob cook,kit cope,5,0.375
bob cook,dan hooker,6,0.44444445
bob cook,ray borg,6,0.25
boston salmon,sean salmon,4,0.75
boston salmon,jason saggo,6,0.5833333
boston salmon,josh samman,6,0.5833333
boston salmon,justin salas,6,0.56
boston salmon,tyson nam,7,0.54545456
brad gumm,brad imes,4,0.6666667
brad gumm,ray borg,6,0.47058824
brad gumm,ryan jimmo,6,0.5263158
brad gumm,brad kohler,6,0.5
brad gumm,rob font,7,0.23529412
brad katona,brad kohler,5,0.6363635999999999
brad katona,brad tavares,6,0.6086956
brad katona,brian ortega,6,0.5217391
brad katona,nick catone,6,0.45454547
brad katona,brian stann,6,0.54545456
brad morris,brad tavares,5,0.6086956
brad morris,sarah moras,5,0.6363635999999999
brad morris,gerald harris,5,0.6666667
brad morris,brad imes,5,0.7
brad morris,brad kohler,5,0.6363635999999999
bradley scott,brad pickett,7,0.64
bradley scott,greg soto,7,0.54545456
bradley scott,dale hartt,7,0.5217391
bradley scott,tracy cortez,8,0.56
bradley scott,alex white,8,0.4347826
brandon melendez,brandon moreno,5,0.73333335
brandon melendez,gilbert melendez,7,0.6875
brandon melendez,brandon vera,7,0.64285713
brandon melendez,brandon wolff,7,0.62068963
brandon melendez,brandon davis,8,0.62068963
brendan loughnane,brendan schaub,7,0.6451613
brendan loughnane,nate loughran,8,0.6666667
brendan loughnane,branden lee hinkle,8,0.5714286
brendan loughnane,brandon moreno,9,0.516129
brendan loughnane,renan barao,10,0.5
brendan oreilly,brandon moreno,7,0.62068963
brendan oreilly,dan kelly,7,0.6666667
brendan oreilly,brendan schaub,7,0.55172414
brendan oreilly,brandon davis,8,0.5
brendan oreilly,brian ortega,8,0.5925925999999999
brett johns,brian johnston,6,0.64
brett johns,rob font,7,0.42105263
brett johns,drew dober,7,0.3809524
brett johns,petr yan,7,0.42105263
brett johns,jon jones,7,0.5
brian cobb,brian camozzi,5,0.6956521999999999
brian cobb,brian bowles,5,0.6363635999999999
brian cobb,brian stann,5,0.5714286
brian cobb,brian foster,5,0.6363635999999999
brian cobb,uriah hall,6,0.4
brian geraghty,brian kelleher,6,0.5714286
brian geraghty,bryan caraway,6,0.5925925999999999
brian geraghty,brian melancon,6,0.5714286
brian geraghty,brian gassaway,6,0.64285713
brian geraghty,brian ortega,7,0.61538464
brian houston,brian johnston,3,0.8148148000000001
brian houston,brian foster,4,0.72
brian houston,brian stann,5,0.75
brian houston,brian ortega,6,0.64
brian houston,brian melancon,6,0.5925925999999999
bristol marunde,vitor miranda,7,0.5714286
bristol marunde,brandon moreno,8,0.4827585999999999
bristol marunde,mario miranda,8,0.5714286
bristol marunde,neil magny,9,0.48
bristol marunde,lyoto machida,9,0.42857143
brock jardine,brock larson,4,0.72
brock jardine,keith jardine,5,0.6923077
brock jardine,ricky rainey,7,0.64
brock jardine,tony martin,7,0.5
brock jardine,brock lesnar,7,0.64
bruno korea,brandon moreno,6,0.64
bruno korea,paulo costa,6,0.45454547
bruno korea,brian ortega,6,0.6956521999999999
bruno korea,bruno santos,6,0.6086956
bruno korea,brandon vera,6,0.6086956
bryce mitchell,david mitchell,5,0.64285713
bryce mitchell,vinc pichel,7,0.56
bryce mitchell,ben rothwell,8,0.61538464
bryce mitchell,ryan hall,8,0.5217391
bryce mitchell,brad pickett,8,0.46153846
bubba bush,bobby nash,4,0.6
bubba bush,bobby green,7,0.3809524
bubba bush,dan bobish,7,0.5
bubba bush,teila tuli,7,0.3
bubba bush,rob font,8,0.22222222
buddy roberts,danny roberts,4,0.7692308000000001
buddy roberts,andre roberts,4,0.6923077
buddy roberts,ryan roberts,5,0.72
buddy roberts,kenny robertson,6,0.64285713
buddy roberts,daniel roberts,6,0.6666667
byron bloodworth,tyron woodley c,8,0.516129
byron bloodworth,tyron woodley,8,0.55172414
byron bloodworth,chris holdsworth,8,0.5625
byron bloodworth,caros fodor,9,0.5185185
byron bloodworth,bobby southworth,9,0.5625
cal worsham,sam morgan,6,0.47619048
cal worsham,paulo costa,7,0.54545456
cal worsham,ray borg,7,0.42105263
cal worsham,evan dunham,7,0.45454547
cal worsham,barb honchak,7,0.4347826
callan potter,calvin kattar,5,0.61538464
callan potter,carlo prater,5,0.64
callan potter,allan goes,5,0.6956521999999999
callan potter,ruan potts,6,0.6086956
callan potter,brian foster,6,0.56
cameron dollar,amir sadollah,6,0.6666667
cameron dollar,caros fodor,7,0.64
cameron dollar,jason miller,7,0.53846157
cameron dollar,aaron rosa,7,0.5833333
cameron dollar,calvin kattar,8,0.44444445
carlo pedersoli,carlo pedersoli jr,3,0.90909094
carlo pedersoli,karl roberson,7,0.5714286
carlo pedersoli,corey anderson,7,0.55172414
carlo pedersoli,carlo prater,7,0.6666667
carlo pedersoli,dan henderson,8,0.5714286
carlos eduardo rocha,chris de la rocha,9,0.6486486
carlos eduardo rocha,carla esparza c,10,0.5714286
carlos eduardo rocha,carlos barreto,10,0.64705884
carlos eduardo rocha,carla esparza,11,0.54545456
carlos eduardo rocha,carlos diego ferreira,11,0.58536583
carlos huachin,carlos condit,6,0.6666667
carlos huachin,carlos newton,6,0.5925925999999999
carlos huachin,carlo prater,7,0.53846157
carlos huachin,carlos barreto,7,0.5714286
carlos huachin,mallory martin,8,0.5
carls john de tomas,carlos condit,10,0.625
carls john de tomas,carlos condit ic,10,0.5714286
carls john de tomas,carlos newton,10,0.625
carls john de tomas,carlos newton c,10,0.5882353
carls john de tomas,karlos vemola,11,0.5
casey kenney,jeremy kennedy,5,0.6923077
casey kenney,dave menne,5,0.6363635999999999
casey kenney,danny henry,6,0.5217391
casey kenney,tim kennedy,6,0.6086956
casey kenney,chael sonnen,6,0.5833333
cathal pendred,chad mendes,6,0.64
cathal pendred,markus perez,8,0.46153846
cathal pendred,paul felder,8,0.48
cathal pendred,alex perez,8,0.5833333
cathal pendred,daniel pineda,8,0.5185185
cesar arzamendia,cezar ferreira,9,0.6
cesar arzamendia,chad mendes,9,0.5185185
cesar arzamendia,charlie valencia,9,0.5625
cesar arzamendia,belal muhammad,10,0.4
cesar arzamendia,omari akhmedov,10,0.46666667
chanmi jeon,shane nelson,6,0.6086956
chanmi jeon,zhang weili,7,0.45454547
chanmi jeon,dan ige,7,0.44444445
chanmi jeon,shane young,7,0.54545456
chanmi jeon,chad mendes,7,0.54545456
charles jourdain,charles rosa,6,0.71428573
charles jourdain,charles byrd,6,0.71428573
charles jourdain,charles oliveira,7,0.6875
charles jourdain,carlos condit,7,0.62068963
charles jourdain,shawn jordan,7,0.64285713
charlie brenneman,chris brennan,5,0.8
charlie brenneman,charlie valencia,7,0.6666667
charlie brenneman,chris weidman,8,0.6
charlie brenneman,chase sherman,8,0.6
charlie brenneman,chael sonnen,8,0.62068963
charlie ward,charles byrd,4,0.75
charlie ward,chris wade,5,0.72727275
charlie ward,charles rosa,6,0.6666667
charlie ward,khalid taha,6,0.5217391
charlie ward,carla esparza,7,0.56
che mills,cole miller,4,0.7
che mills,jim miller,5,0.5263158
che mills,joe riggs,5,0.44444445
che mills,dan miller,5,0.5263158
che mills,corey hill,5,0.6315789
cheick kongo,nick ring,6,0.5714286
cheick kongo,chuck oneil,6,0.6086956
cheick kongo,yuki kondo,6,0.54545456
cheick kongo,erik koch,7,0.5714286
cheick kongo,chico camus,7,0.4347826
chris avila,julia avila,4,0.6363635999999999
chris avila,chris beal,4,0.7619048
chris avila,chris lytle,4,0.6363635999999999
chris avila,chris weidman,5,0.6666667
chris avila,chris wade,5,0.6666667
chris condo,chris cope,3,0.7619048
chris condo,chris wade,4,0.6666667
chris condo,carlos condit,5,0.6666667
chris condo,chris camozzi,5,0.6666667
chris condo,chris beal,5,0.5714286
chris dempsey,chris kelades,5,0.6923077
chris dempsey,chris leben,5,0.6666667
chris dempsey,chris cope,5,0.6956521999999999
chris dempsey,chris weidman,6,0.61538464
chris dempsey,chris wade,6,0.6956521999999999
chris haseman,chris weidman,4,0.7692308000000001
chris haseman,chris wade,5,0.6956521999999999
chris haseman,chris beal,5,0.6956521999999999
chris haseman,chris leben,5,0.6666667
chris haseman,chris spang,5,0.75
chris heatherly,chris beal,6,0.72
chris heatherly,chris gutierrez,7,0.6
chris heatherly,chris fishgold,7,0.55172414
chris heatherly,chris wade,7,0.64
chris heatherly,chris kelades,7,0.64285713
chris indich,chris wade,5,0.6363635999999999
chris indich,chris weidman,6,0.64
chris indich,chris beal,6,0.54545456
chris indich,chris cariaso,6,0.56
chris indich,chris leben,6,0.6086956
chris price,chris wade,4,0.6666667
chris price,chris cope,4,0.7619048
chris price,chris lytle,4,0.6363635999999999
chris price,niko price,5,0.6666667
chris price,chris beal,5,0.6666667
chris saunders,chris sanford,4,0.7407406999999999
chris saunders,ben saunders,5,0.6923077
chris saunders,chris wade,5,0.75
chris saunders,chris kelades,5,0.7407406999999999
chris saunders,eryk anders,6,0.64
chris tickle,chris cope,4,0.72727275
chris tickle,chris lytle,4,0.7826086999999999
chris tickle,chris wade,5,0.6363635999999999
chris tickle,chris beal,5,0.6363635999999999
chris tickle,chris wilson,5,0.6666667
christina marks,christos giagos,7,0.6
christina marks,randa markos,8,0.6666667
christina marks,chris weidman,8,0.5714286
christina marks,chris wade,8,0.56
christina marks,chris camozzi,8,0.5
christophe leninger,christos giagos,9,0.5882353
christophe leninger,tonya evinger,10,0.5625
christophe leninger,chris gruetzemacher,10,0.47368422
christophe leninger,chris leben,10,0.6
christophe leninger,chris tuchscherer,10,0.5555555999999999
cindy dandois,randa markos,7,0.48
cindy dandois,chad mendes,7,0.5
cindy dandois,cody donovan,7,0.56
cindy dandois,nick denis,7,0.5217391
cindy dandois,song yadong,8,0.41666666
cj keith,bj penn,5,0.4
cj keith,jj aldrich,6,0.44444445
cj keith,nick hein,6,0.47058824
cj keith,nik lentz,6,0.3529412
cj keith,dan kelly,6,0.3529412
clay guida,clay collard,6,0.54545456
clay guida,chad griggs,6,0.47619048
clay guida,jay silva,6,0.5263158
clay guida,alex white,7,0.3
clay guida,al iaquinta,7,0.47619048
cm punk,bj penn,4,0.42857143
cm punk,nam phan,5,0.53333336
cm punk,caol uno,5,0.53333336
cm punk,rob font,6,0.26666668
cm punk,tim means,6,0.375
cody east,bobby nash,5,0.5263158
cody east,cody pfister,5,0.6666667
cody east,cody gibson,5,0.6
